id,company_name,ssm_no,sector,subsector,state,city,address,website,phone,email,hr_contact,linkedin_url,employees_est,demand_signal,quota_signal,compliance_pressure,levy_tier,source_url,source_date,priority_score,notes,created_at
486,Lotte Chemical Titan Bhd,,Manufacturing,chemicals,Johor,,,www.lottechem.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
487,Hengyuan Refining Co Bhd,,Manufacturing,oil_gas,Selangor,,,www.hengyuan.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
488,Petron Malaysia Bhd,,Manufacturing,oil_gas,KL,,,www.petron.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
489,Shell Malaysia Trading,,Manufacturing,oil_gas,KL,,,www.shell.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
490,Chevron Malaysia Sdn Bhd,,Manufacturing,oil_gas,KL,,,www.chevron.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
513,Poh Leong Holdings Sdn Bhd,,Manufacturing,furniture,Johor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
514,Syarikat Sebani Sdn Bhd,,Manufacturing,industrial,Kedah,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
515,Malaysian Mosaics Sdn Bhd,,Manufacturing,ceramics,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
516,White Horse Bhd,,Manufacturing,ceramics,Perak,,,www.whitehorse.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
517,Kotra Industries Bhd,,Manufacturing,pharma,Penang,,,www.kotra.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
518,YSP Southeast Asia Bhd,,Manufacturing,pharma,Selangor,,,www.ysp.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
519,Hovid Bhd,,Manufacturing,pharma,Perak,,,www.hovid.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
520,Bioalpha Holdings Bhd,,Manufacturing,pharma,Selangor,,,www.bioalpha.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
521,Hai-O Enterprise Bhd,,Manufacturing,fashion,KL,,,www.hai-o.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:33
16,Gamuda Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.gamuda.com.my,+603-2096 6000,hr@gamuda.com.my,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
17,IJM Corp Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.ijm.com,+603-7985 8888,career@ijm.com,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
18,Sunway Construction Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.sunwayconstruction.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
19,MRCB,,Construction,,Kuala Lumpur,KL,,https://www.mrcb.com,+603-2614 8000,career@mrcb.com,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
20,WCT Holdings Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.wct.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
21,Kimlun Corp Bhd,,Construction,,Johor,Johor Bahru,,https://www.kimlun.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
22,Hock Seng Lee Bhd,,Construction,,Sarawak,Kuching,,https://www.hsl.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
29,Lii Hen Industries Bhd,,Furniture,,Melaka,Alor Gajah,,https://www.liihen.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Furniture sector. Foreign worker likely.,2026-07-17 00:53:47
30,Latitude Tree Holdings Bhd,,Furniture,,Selangor,Rawang,,https://www.latitudetree.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Furniture sector. Foreign worker likely.,2026-07-17 00:53:47
31,Homeritz Corp Bhd,,Furniture,,Johor,Muar,,https://www.homeritz.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Furniture sector. Foreign worker likely.,2026-07-17 00:53:47
32,Poh Huat Resources Holdings Bhd,,Furniture,,Kedah,Kulim,,https://www.pohhuat.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Furniture sector. Foreign worker likely.,2026-07-17 00:53:47
33,QL Resources Bhd,,Agriculture,,Penang,Bagan Serai,,https://www.ql.com.my,,,,,,,,,RM640/yr,https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Agriculture sector. Foreign worker likely.,2026-07-17 00:53:47
34,CAB Cakaran Corp Bhd,,Agriculture,,Penang,Perai,,https://www.cabcakaran.com,,,,,,,,,RM640/yr,https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Agriculture sector. Foreign worker likely.,2026-07-17 00:53:47
35,AEON (M) Bhd,,Retail,,Kuala Lumpur,KL,,https://www.aeonretail.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Retail sector. Foreign worker likely.,2026-07-17 00:53:47
36,MR D.I.Y. Group (M) Bhd,,Retail,,Selangor,Kajang,,https://www.mrdiy.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Retail sector. Foreign worker likely.,2026-07-17 00:53:47
37,99 Speed Mart Retail Holdings Bhd,,Retail,,Selangor,Klang,,https://www.99speedmart.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Retail sector. Foreign worker likely.,2026-07-17 00:53:47
38,Mydin Mohamed Holdings Bhd,,Retail,,Kuala Lumpur,KL,,https://www.mydin.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Retail sector. Foreign worker likely.,2026-07-17 00:53:47
39,Genting Malaysia Bhd,,Hospitality,,Kuala Lumpur,KL,,https://www.gentingmalaysia.com,+603-2718 1118,career@gentingmalaysia.com,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Hospitality sector. Foreign worker likely.,2026-07-17 00:53:47
40,Berjaya Corp Bhd,,Hospitality,,Kuala Lumpur,KL,,https://www.berjaya.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Hospitality sector. Foreign worker likely.,2026-07-17 00:53:47
51,Eurospan Holdings Bhd,,Furniture,,Johor,Muar,,https://www.eurospan.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Furniture sector. Foreign worker likely.,2026-07-17 00:53:47
52,Jaycorp Bhd,,Furniture,,Johor,Muar,,https://www.jaycorp.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Furniture sector. Foreign worker likely.,2026-07-17 00:53:47
53,Ekovest Bhd,,Construction,,Kuala Lumpur,KL,,https://www.ekovest.com.my,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
54,Kerjaya Prospek Group Bhd,,Construction,,Penang,Bayan Lepas,,https://www.kerjaya.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
55,TAHPS Group Bhd (formerly TA Global),,Construction,,Kuala Lumpur,KL,,https://www.tahps.com,,,,,,,,,"RM1,850/yr",https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Construction sector. Foreign worker likely.,2026-07-17 00:53:47
56,Brahim's Holdings Bhd,,Agriculture,,Selangor,Shah Alam,,https://www.brahims.com,,,,,,,,,RM640/yr,https://www.fmm.org.my/members-directory,2026-07-17,70.0,FMM member - Agriculture sector. Foreign worker likely.,2026-07-17 00:53:47
281,Kim Loong Construction,,Construction,building,Penang,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:05
282,Setia Awan Jihad Sdn Bhd,,Construction,infrastructure,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:05
283,KHG (M) Bhd,,Agriculture,aquaculture,Penang,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:12:05
284,Leong Hup International,,Agriculture,poultry,Selangor,,,www.leonghup.com,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:12:05
285,Teo Seng Capital Bhd,,Agriculture,poultry,Perak,,,www.teoseng.com.my,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:12:05
286,Fima Corp Bhd,,Agriculture,plantation,KL,,,www.fima.com.my,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:12:05
316,Mudajaya Group Bhd,,Construction,building,Selangor,,,www.mudajaya.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
317,MTD ACPI Engineering Bhd,,Construction,infrastructure,KL,,,www.mtdacpi.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
318,Gadang Holdings Bhd,,Construction,building,KL,,,www.gadang.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
319,Mitrajaya Holdings Bhd,,Construction,building,KL,,,www.mitrajaya.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
320,Zelan Bhd,,Construction,infrastructure,KL,,,www.zelan.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
321,Naim Holdings Bhd,,Construction,building,Sarawak,,,www.naim.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
322,Sarawak Consolidated,,Construction,building,Sarawak,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
342,Eco World Development,,Construction,property,KL,,,www.ecoworld.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
343,Mah Sing Group Bhd,,Construction,property,KL,,,www.mahsing.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
344,UEM Sunrise Bhd,,Construction,property,KL,,,www.uemsunrise.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
345,SP Setia Bhd,,Construction,property,KL,,,www.spsetia.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
346,IOI Properties Group,,Construction,property,Selangor,,,www.ioiproperties.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
347,Sunway Bhd,,Construction,property,Selangor,,,www.sunway.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
359,Econpile Holdings Bhd,,Construction,foundation,KL,,,www.econpile.com,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:12:59
395,Kimly Construction Sdn Bhd,,Construction,building,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
398,Haily Group Bhd,,Construction,building,Johor,,,www.haily.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
400,Bina Darulaman Bhd,,Construction,infrastructure,Kedah,,,www.bdb.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
402,JAKS Resources Bhd,,Construction,infrastructure,KL,,,www.jaks.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
426,Saliran Group Bhd,,Construction,infrastructure,Sabah,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
427,Hock Hin Bros Sdn Bhd,,Construction,building,Sarawak,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
428,Wee Hur Construction S/B,,Construction,building,Sarawak,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
429,Sri Aman Construction,,Construction,building,Sarawak,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
430,WCT Land Sdn Bhd,,Construction,property,Sabah,,,,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
431,Sime Darby Animal Nutrition,,Agriculture,feed,Selangor,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
432,Dinding Poultry Farm S/B,,Agriculture,poultry,Perak,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
433,Tenaga Berjaya Sdn Bhd,,Agriculture,aquaculture,Selangor,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
434,Sea Horse Fish Farm S/B,,Agriculture,aquaculture,Johor,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
435,Green World Genetics S/B,,Agriculture,seeds,Kedah,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
436,AYS Ventures Bhd,,Construction,materials,KL,,,www.ays.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,70.0,,2026-07-17 02:13:36
508,PWF Corp Bhd,,Agriculture,poultry,Johor,,,www.pwf.com.my,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:14:11
509,Marine Harvest Malaysia,,Agriculture,aquaculture,Johor,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:14:11
510,Aqua-Farm Sdn Bhd,,Agriculture,aquaculture,Sabah,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:14:11
511,Blue Archipelago Bhd,,Agriculture,aquaculture,Terengganu,,,www.bluearchipelago.com,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:14:11
512,Fertilisers Malaysia S/B,,Agriculture,fertilizer,Selangor,,,,,,,,,,,,RM640,manual_add,2026-07-17,70.0,,2026-07-17 02:14:11
245,Pos Malaysia Bhd,,Services,logistics,KL,,,www.pos.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:04
246,Tiong Nam Logistics Holdings,,Services,logistics,Selangor,,,www.tiongnam.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
247,GD Express (GDEX) Bhd,,Services,logistics,Selangor,,,www.gdexpress.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
248,CJ Century Logistics Holdings,,Services,logistics,Selangor,,,www.cjcentury.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
249,Tasco Bhd,,Services,logistics,KL,,,www.tasco.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
250,FM Global Logistics,,Services,logistics,KL,,,www.fmglobal.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
251,ITL Bhd,,Services,logistics,KL,,,www.itl.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
252,MMC Port Holdings,,Services,logistics,KL,,,www.mmcport.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
253,Northport (M) Bhd,,Services,logistics,Selangor,,,www.northport.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
254,Westports Holdings Bhd,,Services,logistics,Selangor,,,www.westports.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
255,Bintulu Port Holdings,,Services,logistics,Sarawak,,,www.bintuluport.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
256,Suria KLCC,,Services,property,KL,,,www.suriaklcc.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
257,KLCC Holdings,,Services,property,KL,,,www.klcc.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
258,Shangri-La Hotels (M) Sdn Bhd,,Hospitality,hotels,KL,,,www.shangri-la.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
259,InterContinental KL,,Hospitality,hotels,KL,,,www.ihg.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
260,The Ritz-Carlton KL,,Hospitality,hotels,KL,,,www.ritzcarlton.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
261,Berjaya Hotels & Resorts,,Hospitality,resorts,KL,,,www.berjayahotel.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
262,YTL Hotels & Properties,,Hospitality,resorts,KL,,,www.ytlhotels.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
263,Tanjung Aru Development,,Hospitality,resorts,Sabah,,,www.tanjungaru.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
264,Resorts World Genting,,Hospitality,resorts,Pahang,,,www.rwgenting.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
265,UEM Edgenta Bhd,,Services,facilities,KL,,,www.uemedgenta.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
266,Radicare (M) Sdn Bhd,,Services,cleaning,KL,,,www.radicare.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
267,Sedafiat Sdn Bhd,,Services,cleaning,KL,,,www.sedafiat.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
268,Tunas Manja Sdn Bhd,,Services,cleaning,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
269,ILBS Sdn Bhd,,Services,facilities,KL,,,www.ilbs.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:05
348,Dorsett Hospitality International,,Hospitality,hotels,KL,,,www.dorsett.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
349,KSL Holdings Bhd,,Hospitality,resorts,Johor,,,www.ksl.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
350,Magnum Bhd,,Hospitality,leisure,KL,,,www.magnum.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
351,Landmarks Bhd,,Hospitality,resorts,KL,,,www.landmarks.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
352,Talisman Hospitality,,Hospitality,hotels,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
362,HSS Engineers Bhd,,Services,engineering,KL,,,www.hsseng.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
363,IJM Land Bhd,,Services,property,Selangor,,,www.ijmland.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
365,Dayang Enterprise Holdings,,Services,oil_gas,Sarawak,,,www.dayang.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
366,Deleum Bhd,,Services,oil_gas,Sarawak,,,www.deleum.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
367,Carimin Petroleum Bhd,,Services,oil_gas,KL,,,www.carimin.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
368,Barakah Offshore Petroleum,,Services,oil_gas,KL,,,www.barakah.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
369,Sapura Energy Bhd,,Services,oil_gas,KL,,,www.sapuraenergy.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
370,Velesto Energy Bhd,,Services,oil_gas,KL,,,www.velesto.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
371,Dialog Group Bhd,,Services,oil_gas,KL,,,www.dialogasia.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
372,Serba Dinamik Holdings,,Services,oil_gas,Selangor,,,www.serbadinamik.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:12:59
385,GSDL Logistics Sdn Bhd,,Services,logistics,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
386,Swift Haulage Bhd,,Services,logistics,Selangor,,,www.swift-haulage.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
388,Lingkaran Trans Kota Holdings,,Services,infrastructure,KL,,,www.litrak.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
389,Puncak Niaga Holdings Bhd,,Services,utilities,Selangor,,,www.puncakniaga.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
390,Salcon Bhd,,Services,utilities,KL,,,www.salcon.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
391,Taliworks Corp Bhd,,Services,utilities,KL,,,www.taliworks.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
392,YTL Corp Bhd,,Services,utilities,KL,,,www.ytl.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
393,Tenaga Nasional Bhd,,Services,utilities,KL,,,www.tnb.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
394,Malakoff Corp Bhd,,Services,utilities,KL,,,www.malakoff.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
401,Kumpulan Perangsang Selangor,,Services,holding,Selangor,,,www.kps.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
403,Pestech International Bhd,,Services,engineering,Selangor,,,www.pestech.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
408,Flowerbase Hospitality,,Hospitality,hotels,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
409,Philea Resort Sdn Bhd,,Hospitality,resorts,Malacca,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
410,A'Famosa Resort Sdn Bhd,,Hospitality,resorts,Malacca,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
411,Avillion Hotel Group,,Hospitality,hotels,Selangor,,,www.avillion.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
412,Hotel Equatorial Malaysia,,Hospitality,hotels,KL,,,www.equatorial.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
413,The Andaman Resort,,Hospitality,resorts,Kedah,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
414,Datai Bay Resort,,Hospitality,resorts,Kedah,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
415,Four Seasons Resort Langkawi,,Hospitality,resorts,Kedah,,,www.fourseasons.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
416,St Regis KL,,Hospitality,hotels,KL,,,www.marriott.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
425,KUB Malaysia Bhd,,Services,agribusiness,KL,,,www.kub.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
466,U-Right Maintenance S/B,,Services,cleaning,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
467,Prestige Facilities S/B,,Services,facilities,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
468,Sustain Solutions Sdn Bhd,,Services,facilities,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
469,Best Facilities Sdn Bhd,,Services,facilities,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
470,Landasan Mewah Sdn Bhd,,Services,cleaning,Penang,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
471,Pembersihan Mewah S/B,,Services,cleaning,Johor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:13:36
491,KPJ Healthcare Bhd,,Services,healthcare,KL,,,www.kpjhealth.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
492,IHH Healthcare Bhd,,Services,healthcare,KL,,,www.ihhhealthcare.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
493,TMC Life Sciences Bhd,,Services,healthcare,Selangor,,,www.tmc.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
494,Island Hospital Sdn Bhd,,Services,healthcare,Penang,,,www.islandhospital.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
495,Loh Guan Lye Specialist,,Services,healthcare,Penang,,,www.lgl.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
496,Gleneagles Penang Sdn Bhd,,Services,healthcare,Penang,,,www.gleneagles.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
497,Pantai Hospital KL Sdn Bhd,,Services,healthcare,KL,,,www.pantai.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
498,Sunway Medical Centre,,Services,healthcare,Selangor,,,www.sunwaymedical.com,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
499,Subang Jaya Medical Centre,,Services,healthcare,Selangor,,,www.sjmc.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,65.0,,2026-07-17 02:14:11
